Invoice #;Date;Operation Type (purchase / relocation);Product;Quantity;Cost Price;Total;Supplier;Store
964510;11/1/2017; Purchase;" Keyboard Type 3; Dell";5;461;2305;C;12
964511;11/1/2017; Purchase;" Mouse Type 7; HP";22;116;2552;C;12
964512;11/1/2017; Purchase;" Desktop Type 4; Huawei";20;47;940;C;12
964513;11/1/2017; Purchase;" Headphones Type 3; Dell";11;131;1441;B;12
964514;11/1/2017; Purchase;" Hard Drive Type 5; Samsung";10;22;220;C;12
964515;11/1/2017; Purchase;" Headphones Type 3; Dell";9;32;288;C;12
964516;11/1/2017; Purchase;" Desktop Type 12; Huawei";13;133;1729;A;12
964517;11/1/2017; Purchase;" Headphones Type 5; HP";23;50;1150;C;12
964518;11/1/2017; Purchase;" Headphones Type 5; Samsung";5;76;380;C;12
964519;11/1/2017; Purchase;" Desktop Type 2; Huawei";17;1026;17442;B;12
964520;11/1/2017; Purchase;" Smart Watch Type 1; Huawei";9;584;5256;C;12
964521;11/1/2017; Purchase;" Phone Type 1; Samsung";18;20;360;C;12
964522;11/1/2017; Purchase;" Laptop Type 5; Huawei";24;300;7200;C;12
964523;11/1/2017; Purchase;" Speakers Type 1; HP";20;132;2640;C;12
964524;11/1/2017; Purchase;" Laptop Type 6; HP";13;12;156;B;12
964525;11/1/2017; Purchase;" Desktop Type 2; Huawei";19;187;3553;B;12
964526;11/1/2017; Purchase;" Phone Type 12; Samsung";15;29;435;A;12
964527;11/1/2017; Purchase;" Desktop Type 4; Dell";16;458;7328;C;12
964528;11/1/2017; Purchase;" Headphones Type 2; Dell";18;250;4500;C;12
964529;11/1/2017; Purchase;" Phone Type 12; HP";8;300;2400;B;12
964530;11/1/2017; Purchase;" Laptop Type 5; Samsung";3;330;990;C;12
964531;11/1/2017; Purchase;" Laptop Type 6; HP";1;259;259;C;12
964532;11/1/2017; Purchase;" Keyboard Type 2; Dell";10;9;90;A;12
964533;11/1/2017; Purchase;" Smart Watch Type 2; HP";6;41;246;C;12
964534;11/1/2017; Purchase;" Phone Type 5; HP";8;275;2200;C;12
964535;11/1/2017; Purchase;" Tablet Type 5; Huawei";14;299;4186;C;12
964536;11/1/2017; Purchase;" Phone Type 3; Huawei";10;24;240;C;12
964537;11/1/2017; Purchase;" Desktop Type 2; Huawei";19;43;817;C;12
964538;11/1/2017; Purchase;" Phone Type 5; HP";17;187;3179;C;12
964539;11/1/2017; Purchase;" Monitor Type 4; Huawei";4;10;40;C;12
964540;11/1/2017; Purchase;" Desktop Type 2; Dell";8;33;264;C;12
964541;11/1/2017; Purchase;" Memory Type 3; Dell";19;789;14991;A;12
964542;11/1/2017; Purchase;" Keyboard Type 1; HP";23;34;782;B;12
964543;11/1/2017; Purchase;" Headphones Type 3; Dell";16;56;896;C;12
964544;11/1/2017; Purchase;" Desktop Type 11; Dell";5;9;45;C;12
964545;11/1/2017; Purchase;" Tablet Type 3; Samsung";23;59;1357;C;12
964546;11/1/2017; Purchase;" Phone Type 10; HP";4;904;3616;C;12
964547;11/1/2017; Purchase;" Phone Type 11; Samsung";2;509;1018;B;12
964548;11/1/2017; Purchase;" Memory Type 4; Dell";21;29;609;C;12
964549;11/1/2017; Purchase;" Microphone Type 1; HP";1;324;324;C;12
964550;11/1/2017; Purchase;" Phone Type 6; HP";17;102;1734;C;12
964551;11/1/2017; Purchase;" Hard Drive Type 4; Samsung";24;22;528;C;12
964552;11/1/2017; Purchase;" Speakers Type 3; Huawei";19;148;2812;B;12
964553;11/1/2017; Purchase;" Phone Type 12; Huawei";17;29;493;C;12
964554;11/1/2017; Purchase;" Charger Type 1; Huawei";4;324;1296;C;12
964555;11/1/2017; Purchase;" Headphones Type 5; Dell";21;41;861;A;12
964556;11/1/2017; Purchase;" Mouse Type 4; Dell";14;81;1134;C;12
964557;11/1/2017; Purchase;" Laptop Type 1; Huawei";2;211;422;C;12
964558;11/1/2017; Purchase;" Mouse Type 5; Dell";20;439;8780;B;12
964559;11/1/2017; Purchase;" Hard Drive Type 1; HP";21;401;8421;C;12
964560;11/1/2017; Purchase;" Phone Type 11; Samsung";2;275;550;C;12
964561;11/1/2017; Purchase;" Desktop Type 12; HP";19;458;8702;C;12
964562;11/1/2017; Purchase;" Desktop Type 9; Samsung";11;260;2860;C;12
964563;11/1/2017; Purchase;" Mouse Type 6; Huawei";6;493;2958;C;12
964564;11/1/2017; Purchase;" Headphones Type 5; HP";3;27;81;C;12
964565;11/1/2017; Purchase;" Desktop Type 6; Huawei";4;493;1972;C;12
964566;11/1/2017; Purchase;" Phone Type 9; HP";17;181;3077;A;12
964567;11/1/2017; Purchase;" Microphone Type 1; HP";14;180;2520;C;12
964568;11/1/2017; Purchase;" Hard Drive Type 5; Samsung";17;7;119;C;12
964569;11/1/2017; Purchase;" Smart Watch Type 3; HP";23;33;759;C;12
964570;11/1/2017; Purchase;" Phone Type 7; HP";16;9;144;B;12
964571;11/1/2017; Purchase;" Charger Type 1; Samsung";19;12;228;C;12
964572;11/1/2017; Purchase;" Desktop Type 3; Samsung";5;307;1535;C;12
964573;11/1/2017; Purchase;" Keyboard Type 4; Samsung";2;474;948;A;12
964574;11/1/2017; Purchase;" Phone Type 7; Huawei";10;348;3480;B;12
964575;11/1/2017; Purchase;" Phone Type 12; Dell";23;33;759;C;12
964576;11/1/2017; Purchase;" Desktop Type 12; HP";23;50;1150;C;12
964577;11/1/2017; Purchase;" Smart Watch Type 2; Huawei";24;286;6864;B;12
964578;11/1/2017; Purchase;" Speakers Type 5; Huawei";23;26;598;C;12
964579;11/1/2017; Purchase;" Keyboard Type 2; Samsung";17;151;2567;C;12
964580;11/1/2017; Purchase;" Desktop Type 5; Samsung";5;246;1230;C;12
964581;11/1/2017; Purchase;" Laptop Type 2; Samsung";3;4;12;A;12
964582;11/1/2017; Purchase;" Desktop Type 9; HP";10;234;2340;C;12
964583;11/1/2017; Purchase;" Tablet Type 4; Dell";6;94;564;B;12
964584;11/1/2017; Purchase;" Mouse Type 5; Huawei";3;406;1218;C;12
964585;11/1/2017; Purchase;" Tablet Type 6; Dell";18;132;2376;C;12
964586;11/1/2017; Purchase;" Smart Watch Type 1; Huawei";24;12;288;B;12
964587;11/1/2017; Purchase;" Monitor Type 2; HP";17;39;663;C;12
964588;11/1/2017; Purchase;" Speakers Type 6; Samsung";3;285;855;A;12
964589;11/1/2017; Purchase;" Headphones Type 4; HP";7;32;224;A;12
964590;11/1/2017; Purchase;" Headphones Type 2; HP";4;16;64;C;12
964591;11/1/2017; Purchase;" Tablet Type 4; HP";9;253;2277;C;12
964592;11/1/2017; Purchase;" Tablet Type 1; Huawei";14;178;2492;C;12
964593;11/1/2017; Purchase;" Hard Drive Type 8; Samsung";14;78;1092;A;12
964594;11/1/2017; Purchase;" Desktop Type 5; HP";1;391;391;C;12
964595;11/1/2017; Purchase;" Tablet Type 3; Samsung";5;353;1765;B;12
964596;11/1/2017; Purchase;" Mouse Type 1; Samsung";22;170;3740;B;12
964597;11/1/2017; Purchase;" Desktop Type 9; Huawei";15;1599;23985;C;12
964598;11/1/2017; Purchase;" Memory Type 4; Dell";17;347;5899;A;12
964599;11/1/2017; Purchase;" Tablet Type 1; Huawei";19;243;4617;C;12
964600;11/1/2017; Purchase;" Desktop Type 7; Samsung";10;85;850;C;12
964601;11/1/2017; Purchase;" Smart Watch Type 2; Samsung";4;36;144;B;12
964602;11/1/2017; Purchase;" Phone Type 1; Samsung";4;12;48;C;12
964603;11/1/2017; Purchase;" Hard Drive Type 2; Dell";3;243;729;C;12
964604;11/1/2017; Purchase;" Tablet Type 1; Huawei";5;16;80;B;12
964605;11/1/2017; Purchase;" Memory Type 2; Dell";2;135;270;A;12
964606;11/1/2017; Purchase;" Desktop Type 7; Samsung";14;31;434;C;12
964607;11/1/2017; Purchase;" Laptop Type 3; Samsung";1;61;61;B;12
964608;11/1/2017; Purchase;" Tablet Type 5; Huawei";1;575;575;C;12
964609;11/1/2017; Purchase;" Hard Drive Type 2; HP";12;272;3264;B;12
964610;11/1/2017; Purchase;" Hard Drive Type 8; Huawei";11;48;528;C;12
964611;11/1/2017; Purchase;" Keyboard Type 3; HP";13;18;234;C;12
964612;11/1/2017; Purchase;" Phone Type 10; Huawei";6;324;1944;C;12
964613;11/1/2017; Purchase;" Memory Type 1; Samsung";24;180;4320;A;12
964614;11/1/2017; Purchase;" Desktop Type 12; Dell";6;339;2034;B;12
964615;11/1/2017; Purchase;" Laptop Type 2; Samsung";15;1437;21555;C;12
964616;11/1/2017; Purchase;" Headphones Type 3; Samsung";22;370;8140;C;12
964617;11/1/2017; Purchase;" Desktop Type 8; Dell";10;279;2790;C;12
964618;11/1/2017; Purchase;" Desktop Type 2; HP";12;12;144;C;12
964619;11/1/2017; Purchase;" Desktop Type 3; Samsung";15;425;6375;C;12
964620;11/1/2017; Purchase;" Desktop Type 8; Dell";14;43;602;B;12
964621;11/1/2017; Purchase;" Speakers Type 7; Huawei";21;406;8526;C;12
964622;11/1/2017; Purchase;" Headphones Type 2; HP";7;20;140;B;12
964623;11/1/2017; Purchase;" Desktop Type 10; Dell";11;148;1628;B;12
964624;11/1/2017; Purchase;" Microphone Type 3; HP";14;374;5236;C;12
964625;11/1/2017; Purchase;" Desktop Type 4; Samsung";9;406;3654;C;12
964626;11/1/2017; Purchase;" Laptop Type 6; HP";7;4;28;C;12
964627;11/1/2017; Purchase;" Desktop Type 7; HP";14;322;4508;C;12
964628;11/1/2017; Purchase;" Mouse Type 3; HP";6;90;540;C;12
964629;11/1/2017; Purchase;" Monitor Type 4; Dell";13;153;1989;C;12
964630;11/1/2017; Purchase;" Microphone Type 2; Huawei";20;220;4400;C;12
964631;11/1/2017; Purchase;" Phone Type 8; Huawei";2;43;86;A;12
964632;11/1/2017; Purchase;" Charger Type 1; HP";11;260;2860;B;12
964633;11/1/2017; Purchase;" Hard Drive Type 8; Dell";17;120;2040;C;12
964634;11/1/2017; Purchase;" Headphones Type 5; Huawei";13;178;2314;C;12
964635;11/1/2017; Purchase;" Mouse Type 2; HP";10;31;310;B;12
964636;11/1/2017; Purchase;" Laptop Type 6; Huawei";7;10;70;C;12
964637;11/1/2017; Purchase;" Laptop Type 5; Huawei";22;42;924;C;12
964638;11/1/2017; Purchase;" Mouse Type 5; HP";15;12;180;C;12
964639;11/1/2017; Purchase;" Hard Drive Type 7; HP";17;13;221;C;12
964640;11/1/2017; Purchase;" Microphone Type 1; HP";21;27;567;C;12
964641;11/1/2017; Purchase;" Mouse Type 3; HP";16;789;12624;C;12
964642;11/1/2017; Purchase;" Keyboard Type 1; Samsung";21;40;840;C;12
964643;11/1/2017; Purchase;" Phone Type 12; Samsung";2;46;92;B;12
964644;11/1/2017; Purchase;" Mouse Type 3; Huawei";13;39;507;B;12
964645;11/1/2017; Purchase;" Phone Type 4; HP";5;324;1620;C;12
964646;11/1/2017; Purchase;" Tablet Type 7; Huawei";21;243;5103;C;12
964647;11/1/2017; Purchase;" Mouse Type 4; Huawei";2;76;152;C;12
964648;11/1/2017; Purchase;" Desktop Type 9; Dell";5;21;105;C;12
964649;11/1/2017; Purchase;" Desktop Type 6; Huawei";1;421;421;C;12
964650;11/1/2017; Purchase;" Smart Watch Type 2; HP";22;366;8052;B;12
964651;11/1/2017; Purchase;" Phone Type 5; Samsung";19;266;5054;C;12
964652;11/1/2017; Purchase;" Laptop Type 6; HP";8;50;400;C;12
964653;11/1/2017; Purchase;" Mouse Type 6; Dell";5;250;1250;C;12
964654;11/1/2017; Purchase;" Hard Drive Type 4; Huawei";20;364;7280;C;12
964655;11/1/2017; Purchase;" Keyboard Type 4; Huawei";3;10;30;B;12
964656;11/1/2017; Purchase;" Laptop Type 6; Samsung";17;7;119;B;12
964657;11/1/2017; Purchase;" Hard Drive Type 3; Samsung";6;18;108;B;12
964658;11/1/2017; Purchase;" Memory Type 1; HP";7;584;4088;C;12
964659;11/1/2017; Purchase;" Memory Type 2; HP";9;36;324;C;12
964660;11/1/2017; Purchase;" Tablet Type 2; HP";23;1701;39123;C;12
964661;11/1/2017; Purchase;" Microphone Type 2; HP";17;65;1105;C;12
964662;11/1/2017; Purchase;" Tablet Type 6; Huawei";16;12;192;A;12
964663;11/1/2017; Purchase;" Desktop Type 8; Huawei";19;224;4256;C;12
964664;11/1/2017; Purchase;" Hard Drive Type 1; Dell";22;106;2332;C;12
964665;11/1/2017; Purchase;" Desktop Type 10; Dell";12;16;192;B;12
964666;11/1/2017; Purchase;" Phone Type 8; Dell";15;11;165;C;12
964667;11/1/2017; Purchase;" Hard Drive Type 6; Samsung";9;151;1359;B;12
964668;11/1/2017; Purchase;" Phone Type 10; Huawei";7;321;2247;A;12
964669;11/1/2017; Purchase;" Speakers Type 3; Huawei";14;58;812;A;12
964670;11/1/2017; Purchase;" Phone Type 10; Dell";16;609;9744;C;12
964671;11/1/2017; Purchase;" Phone Type 9; HP";10;1437;14370;C;12
964672;11/1/2017; Purchase;" Smart Watch Type 1; HP";19;33;627;C;12
964673;11/1/2017; Purchase;" Memory Type 1; Samsung";14;39;546;C;12
964674;11/1/2017; Purchase;" Headphones Type 3; HP";22;175;3850;A;12
964675;11/1/2017; Purchase;" Memory Type 2; Dell";16;49;784;C;12
964676;11/1/2017; Purchase;" Desktop Type 5; HP";12;16;192;B;12
964677;11/1/2017; Purchase;" Charger Type 2; Huawei";10;38;380;C;12
964678;11/1/2017; Purchase;" Phone Type 2; Samsung";2;12;24;C;12
964679;11/1/2017; Purchase;" Keyboard Type 3; Huawei";11;224;2464;C;12
964680;11/1/2017; Purchase;" Laptop Type 6; Samsung";18;17;306;C;12
964681;11/1/2017; Purchase;" Phone Type 8; Dell";5;749;3745;C;12
964682;11/1/2017; Purchase;" Laptop Type 6; Huawei";12;1485;17820;A;12
964683;11/1/2017; Purchase;" Desktop Type 3; Samsung";20;224;4480;C;12
964684;11/1/2017; Purchase;" Phone Type 3; Samsung";23;21;483;B;12
964685;11/1/2017; Purchase;" Headphones Type 6; Huawei";13;76;988;C;12
964686;11/1/2017; Purchase;" Tablet Type 4; Huawei";10;47;470;C;12
964687;11/1/2017; Purchase;" Speakers Type 2; Dell";20;357;7140;C;12
964688;11/1/2017; Purchase;" Headphones Type 5; HP";9;116;1044;C;12
964689;11/1/2017; Purchase;" Memory Type 1; Huawei";20;374;7480;A;12
964690;11/1/2017; Purchase;" Desktop Type 2; Samsung";3;253;759;C;12
964691;11/1/2017; Purchase;" Desktop Type 10; Dell";21;1753;36813;B;12
964692;11/1/2017; Purchase;" Phone Type 12; Samsung";8;12;96;A;12
964693;11/1/2017; Purchase;" Speakers Type 7; Dell";12;21;252;B;12
964694;11/1/2017; Purchase;" Microphone Type 1; Huawei";7;120;840;B;12
964695;11/1/2017; Purchase;" Hard Drive Type 4; Dell";11;9;99;C;12
964696;11/1/2017; Purchase;" Speakers Type 3; HP";3;106;318;C;12
964697;11/1/2017; Purchase;" Desktop Type 3; HP";4;257;1028;C;12
964698;11/1/2017; Purchase;" Hard Drive Type 1; Huawei";18;27;486;A;12
964699;11/1/2017; Purchase;" Microphone Type 2; Samsung";13;49;637;C;12
964700;11/1/2017; Purchase;" Headphones Type 4; Dell";1;198;198;B;12
964701;11/1/2017; Purchase;" Headphones Type 2; Dell";19;80;1520;C;12
964702;11/1/2017; Purchase;" Phone Type 10; HP";4;80;320;C;12
964703;11/1/2017; Purchase;" Mouse Type 1; Dell";24;243;5832;C;12
964704;11/1/2017; Purchase;" Desktop Type 6; Dell";9;575;5175;A;12
964705;11/1/2017; Purchase;" Mouse Type 6; HP";22;584;12848;A;12
964706;11/1/2017; Purchase;" Phone Type 3; Huawei";21;24;504;C;12
964707;11/1/2017; Purchase;" Phone Type 4; Samsung";4;220;880;C;12
964708;11/1/2017; Purchase;" Charger Type 2; HP";23;259;5957;C;12
964709;11/1/2017; Purchase;" Memory Type 2; Samsung";21;259;5439;C;12
964710;11/1/2017; Purchase;" Phone Type 1; Samsung";23;12;276;B;12
964711;11/1/2017; Purchase;" Desktop Type 10; Dell";18;51;918;C;12
964712;11/1/2017; Purchase;" Mouse Type 1; Dell";10;32;320;C;12
964713;11/1/2017; Purchase;" Laptop Type 4; Dell";5;90;450;B;12
964714;11/1/2017; Purchase;" Desktop Type 6; HP";4;49;196;C;12
964715;11/1/2017; Purchase;" Laptop Type 5; Huawei";9;135;1215;C;12
964716;11/1/2017; Purchase;" Desktop Type 9; Huawei";3;749;2247;C;12
964717;11/1/2017; Purchase;" Desktop Type 11; Dell";8;340;2720;B;12
964718;11/1/2017; Purchase;" Mouse Type 1; Dell";15;38;570;C;12
964719;11/1/2017; Purchase;" Tablet Type 1; HP";10;8;80;B;12
964720;11/1/2017; Purchase;" Tablet Type 6; Samsung";21;27;567;C;12
964721;11/1/2017; Purchase;" Hard Drive Type 3; Huawei";15;47;705;B;12
964722;11/1/2017; Purchase;" Phone Type 3; Huawei";13;509;6617;C;12
964723;11/1/2017; Purchase;" Hard Drive Type 8; Samsung";20;80;1600;C;12
964724;11/1/2017; Purchase;" Desktop Type 3; Dell";16;59;944;C;12
964725;11/1/2017; Purchase;" Hard Drive Type 4; Dell";22;78;1716;C;12
964726;11/1/2017; Purchase;" Keyboard Type 4; Huawei";17;61;1037;B;12
964727;11/1/2017; Purchase;" Microphone Type 3; Huawei";12;10;120;C;12
964728;11/1/2017; Purchase;" Speakers Type 5; Huawei";24;10;240;C;12
964729;11/1/2017; Purchase;" Desktop Type 8; Dell";24;300;7200;A;12
964730;11/1/2017; Purchase;" Keyboard Type 2; Huawei";12;10;120;A;12
964731;11/1/2017; Purchase;" Memory Type 2; Dell";2;22;44;C;12
964732;11/1/2017; Purchase;" Laptop Type 1; Huawei";1;299;299;A;12
964733;11/1/2017; Purchase;" Phone Type 9; Samsung";3;10;30;B;12
964734;11/1/2017; Purchase;" Hard Drive Type 5; Huawei";24;401;9624;C;12
964735;11/1/2017; Purchase;" Phone Type 5; HP";5;253;1265;B;12
964736;11/1/2017; Purchase;" Monitor Type 1; Huawei";19;263;4997;C;12
964737;11/1/2017; Purchase;" Hard Drive Type 5; Huawei";14;27;378;B;12
964738;11/1/2017; Purchase;" Monitor Type 1; Samsung";19;43;817;C;12
964739;11/1/2017; Purchase;" Keyboard Type 1; Huawei";15;11;165;B;12
964740;11/1/2017; Purchase;" Phone Type 5; HP";15;24;360;C;12
964741;11/1/2017; Purchase;" Laptop Type 4; HP";23;279;6417;C;12
964742;11/1/2017; Purchase;" Phone Type 6; Huawei";4;266;1064;B;12
964743;11/1/2017; Purchase;" Keyboard Type 3; Samsung";20;307;6140;A;12
964744;11/1/2017; Purchase;" Hard Drive Type 2; HP";2;36;72;B;12
964745;11/1/2017; Purchase;" Mouse Type 4; Dell";24;33;792;C;12
964746;11/1/2017; Purchase;" Speakers Type 4; Dell";4;347;1388;C;12
964747;11/1/2017; Purchase;" Hard Drive Type 4; Samsung";21;11;231;C;12
964748;11/1/2017; Purchase;" Mouse Type 6; HP";15;4;60;C;12
964749;11/1/2017; Purchase;" Mouse Type 4; Samsung";10;4;40;B;12
964750;11/1/2017; Purchase;" Tablet Type 3; Huawei";22;43;946;B;12
964751;11/1/2017; Purchase;" Microphone Type 1; Dell";23;178;4094;C;12
964752;11/1/2017; Purchase;" Smart Watch Type 3; Samsung";16;211;3376;C;12
964753;11/1/2017; Purchase;" Phone Type 1; Huawei";14;1599;22386;A;12
964754;11/1/2017; Purchase;" Speakers Type 5; Huawei";13;237;3081;C;12
964755;11/1/2017; Purchase;" Monitor Type 2; HP";16;288;4608;B;12
964756;11/1/2017; Purchase;" Headphones Type 1; Samsung";21;307;6447;C;12
964757;11/1/2017; Purchase;" Phone Type 7; HP";3;406;1218;C;12
964758;11/1/2017; Purchase;" Monitor Type 3; HP";6;1466;8796;C;12
964759;11/1/2017; Purchase;" Phone Type 1; Dell";4;357;1428;C;12
964760;11/1/2017; Purchase;" Phone Type 4; Dell";21;59;1239;C;12
964761;11/1/2017; Purchase;" Desktop Type 10; Dell";8;20;160;C;12
964762;11/1/2017; Purchase;" Laptop Type 2; Samsung";17;38;646;C;12
964763;11/1/2017; Purchase;" Monitor Type 1; Samsung";19;6;114;C;12
964764;11/1/2017; Purchase;" Phone Type 12; Samsung";6;904;5424;C;12
964765;11/1/2017; Purchase;" Desktop Type 6; Samsung";6;406;2436;C;12
964766;11/1/2017; Purchase;" Laptop Type 5; HP";5;247;1235;A;12
964767;11/1/2017; Purchase;" Hard Drive Type 1; Dell";17;22;374;B;12
964768;11/1/2017; Purchase;" Tablet Type 6; Huawei";2;1315;2630;C;12
964769;11/1/2017; Purchase;" Tablet Type 3; Samsung";8;9;72;C;12
964770;11/1/2017; Purchase;" Headphones Type 4; Huawei";5;49;245;C;12
964771;11/1/2017; Purchase;" Phone Type 12; Dell";7;7;49;B;12
964772;11/1/2017; Purchase;" Hard Drive Type 6; Dell";13;43;559;C;12
964773;11/1/2017; Purchase;" Keyboard Type 4; Dell";9;437;3933;A;12
964774;11/1/2017; Purchase;" Phone Type 6; HP";11;86;946;A;12
964775;11/1/2017; Purchase;" Hard Drive Type 6; Dell";24;192;4608;C;12
964776;11/1/2017; Purchase;" Mouse Type 7; HP";15;368;5520;C;12
964777;11/1/2017; Purchase;" Monitor Type 2; Dell";16;38;608;C;12
964778;11/1/2017; Purchase;" Charger Type 2; Huawei";22;133;2926;A;12
964779;11/1/2017; Purchase;" Tablet Type 5; Huawei";24;10;240;C;12
964780;11/1/2017; Purchase;" Phone Type 6; HP";5;205;1025;C;12
964781;11/1/2017; Purchase;" Speakers Type 7; Dell";9;49;441;B;12
964782;11/1/2017; Purchase;" Laptop Type 5; Dell";15;266;3990;C;12
964783;11/1/2017; Purchase;" Desktop Type 12; HP";20;12;240;B;12
964784;11/1/2017; Purchase;" Tablet Type 6; Samsung";6;254;1524;C;12
964785;11/1/2017; Purchase;" Phone Type 6; Samsung";21;304;6384;C;12
964786;11/1/2017; Purchase;" Desktop Type 8; HP";16;18;288;A;12
964787;11/1/2017; Purchase;" Tablet Type 4; Huawei";7;40;280;B;12
964788;11/1/2017; Purchase;" Memory Type 4; Huawei";23;148;3404;C;12
964789;11/1/2017; Purchase;" Phone Type 4; Samsung";9;20;180;C;12
964790;11/1/2017; Purchase;" Tablet Type 4; Samsung";23;86;1978;A;12
964791;11/1/2017; Purchase;" Hard Drive Type 2; Huawei";12;17;204;C;12
964792;11/1/2017; Purchase;" Tablet Type 1; Samsung";11;39;429;C;12
964793;11/1/2017; Purchase;" Desktop Type 5; HP";13;345;4485;C;12
964794;12/1/2017; Purchase;" Phone Type 11; HP";16;20;320;A;12
964795;12/1/2017; Purchase;" Phone Type 2; Dell";7;51;357;C;12
964796;12/1/2017; Purchase;" Mouse Type 2; HP";14;1099;15386;A;12
964797;12/1/2017; Purchase;" Phone Type 3; Huawei";15;275;4125;C;12
964798;12/1/2017; Purchase;" Tablet Type 1; Dell";6;20;120;B;12
964799;12/1/2017; Purchase;" Monitor Type 4; Samsung";21;18;378;C;12
964800;12/1/2017; Purchase;" Tablet Type 6; Dell";2;36;72;C;12
964801;12/1/2017; Purchase;" Tablet Type 4; Samsung";18;349;6282;C;12
964802;12/1/2017; Purchase;" Phone Type 5; HP";1;284;284;A;12
964803;12/1/2017; Purchase;" Desktop Type 7; HP";20;324;6480;A;12
964804;12/1/2017; Purchase;" Phone Type 5; Samsung";5;220;1100;B;12
964805;12/1/2017; Purchase;" Phone Type 7; Dell";6;50;300;C;12
964806;12/1/2017; Purchase;" Phone Type 8; HP";22;353;7766;B;12
964807;12/1/2017; Purchase;" Hard Drive Type 3; Samsung";13;575;7475;C;12
964808;12/1/2017; Purchase;" Phone Type 10; Dell";23;203;4669;A;12
964809;12/1/2017; Purchase;" Headphones Type 6; HP";21;463;9723;C;12
964810;12/1/2017; Purchase;" Memory Type 2; HP";8;22;176;C;12
964811;12/1/2017; Purchase;" Smart Watch Type 1; Dell";2;370;740;C;12
964812;12/1/2017; Purchase;" Speakers Type 2; Huawei";7;80;560;C;12
964813;12/1/2017; Purchase;" Monitor Type 1; HP";24;133;3192;C;12
964814;12/1/2017; Purchase;" Phone Type 8; Dell";16;285;4560;B;12
964815;12/1/2017; Purchase;" Mouse Type 5; Huawei";14;17;238;C;12
964816;12/1/2017; Purchase;" Tablet Type 2; Huawei";23;16;368;B;12
964817;12/1/2017; Purchase;" Tablet Type 1; Samsung";20;45;900;A;12
964818;12/1/2017; Purchase;" Tablet Type 3; Dell";5;340;1700;C;12
964819;12/1/2017; Purchase;" Hard Drive Type 5; Dell";20;43;860;C;12
964820;12/1/2017; Purchase;" Mouse Type 2; Huawei";2;749;1498;C;12
964821;12/1/2017; Purchase;" Phone Type 4; Dell";15;14;210;C;12
964822;12/1/2017; Purchase;" Keyboard Type 2; Samsung";8;333;2664;C;12
964823;12/1/2017; Purchase;" Desktop Type 6; Huawei";16;65;1040;C;12
964824;12/1/2017; Purchase;" Tablet Type 3; Samsung";22;366;8052;A;12
964825;12/1/2017; Purchase;" Laptop Type 3; Dell";12;253;3036;B;12
964826;12/1/2017; Purchase;" Phone Type 10; HP";21;10;210;C;12
964827;12/1/2017; Purchase;" Keyboard Type 2; Samsung";9;340;3060;C;12
964828;12/1/2017; Purchase;" Hard Drive Type 4; Dell";19;68;1292;C;12
964829;12/1/2017; Purchase;" Monitor Type 3; HP";8;131;1048;A;12
964830;12/1/2017; Purchase;" Mouse Type 5; HP";15;26;390;B;12
964831;12/1/2017; Purchase;" Tablet Type 2; HP";1;1599;1599;A;12
964832;12/1/2017; Purchase;" Desktop Type 11; Huawei";21;10;210;C;12
964833;12/1/2017; Purchase;" Laptop Type 3; HP";10;16;160;C;12
964834;12/1/2017; Purchase;" Hard Drive Type 3; HP";21;81;1701;A;12
964835;12/1/2017; Purchase;" Hard Drive Type 6; HP";3;22;66;C;12
964836;12/1/2017; Purchase;" Keyboard Type 3; Dell";14;275;3850;C;12
964837;12/1/2017; Purchase;" Speakers Type 6; Huawei";8;12;96;C;12
964838;12/1/2017; Purchase;" Desktop Type 1; Samsung";8;90;720;B;12
964839;12/1/2017; Purchase;" Headphones Type 6; Huawei";15;43;645;C;12
964840;12/1/2017; Purchase;" Mouse Type 4; Dell";10;1437;14370;C;12
964841;12/1/2017; Purchase;" Tablet Type 1; Huawei";13;437;5681;C;12
964842;12/1/2017; Purchase;" Keyboard Type 1; HP";6;278;1668;B;12
964843;12/1/2017; Purchase;" Mouse Type 6; Samsung";22;12;264;C;12
964844;12/1/2017; Purchase;" Smart Watch Type 2; Dell";5;272;1360;C;12
964845;12/1/2017; Purchase;" Hard Drive Type 4; Dell";23;118;2714;C;12
964846;12/1/2017; Purchase;" Hard Drive Type 8; Samsung";13;24;312;C;12
964847;12/1/2017; Purchase;" Phone Type 10; Dell";16;575;9200;C;12
964848;12/1/2017; Purchase;" Headphones Type 4; Dell";16;17;272;C;12
964849;12/1/2017; Purchase;" Desktop Type 2; Huawei";8;330;2640;C;12
964850;12/1/2017; Purchase;" Hard Drive Type 8; Samsung";11;12;132;C;12
964851;12/1/2017; Purchase;" Phone Type 9; Dell";3;331;993;C;12
964852;12/1/2017; Purchase;" Tablet Type 3; Huawei";22;1315;28930;A;12
964853;12/1/2017; Purchase;" Desktop Type 3; HP";12;26;312;A;12
964854;12/1/2017; Purchase;" Desktop Type 11; Samsung";8;234;1872;C;12
964855;12/1/2017; Purchase;" Phone Type 1; Huawei";10;24;240;C;12
964856;12/1/2017; Purchase;" Desktop Type 2; Huawei";20;6;120;B;12
964857;12/1/2017; Purchase;" Microphone Type 1; HP";7;43;301;C;12
964858;12/1/2017; Purchase;" Headphones Type 2; Samsung";5;135;675;C;12
964859;12/1/2017; Purchase;" Mouse Type 7; Samsung";10;194;1940;A;12
