Invoice #;Date;Operation Type (purchase / relocation);Product;Quantity;Cost Price;Total;Supplier;Store
900990;01.01.2017; Purchase;" Desktop Type 11; Huawei";5;372;1860; B;10
900991;01.01.2017; Purchase;" Phone Type 5; Dell";10;370;1850; B;10
900992;01.01.2017; Purchase;" Phone Type 8; Huawei";10;241;1205; B;10
900993;01.01.2017; Purchase;" Microphone Type 2; Samsung";3;24;72; B;10
900994;01.01.2017; Purchase;" Microphone Type 3; Huawei";10;43;215; B;10
900995;01.01.2017; Purchase;" Phone Type 1; Dell";10;213;639; B;10
900996;01.01.2017; Purchase;" Phone Type 11; Samsung";10;355;710; B;10
900997;01.01.2017; Purchase;" Monitor Type 4; Huawei";10;151;604; B;10
900998;01.01.2017; Purchase;" Hard Drive Type 8; Samsung";10;92;184; B;10
900999;01.01.2017; Purchase;" Hard Drive Type 3; Huawei";5;48;240; B;10
901000;01.01.2017; Purchase;" Microphone Type 2; Dell";10;20;100; C;10
901001;01.01.2017; Purchase;" Phone Type 1; Huawei";10;253;759; C;10
901002;01.01.2017; Purchase;" Headphones Type 4; Dell";5;20;100; C;10
901003;01.01.2017; Purchase;" Monitor Type 2; HP";10;105;210; C;10
901004;01.01.2017; Purchase;" Phone Type 4; Dell";10;340;680; C;10
901005;01.01.2017; Purchase;" Desktop Type 11; Dell";10;281;843; C;10
901006;01.01.2017; Purchase;" Desktop Type 12; HP";2;235;940; C;10
901007;01.01.2017; Purchase;" Desktop Type 12; Samsung";10;247;988; C;10
901008;01.01.2017; Purchase;" Headphones Type 1; Dell";10;51;255; C;10
901009;01.01.2017; Purchase;" Smart Watch Type 2; HP";1;120;600; C;10
901010;01.01.2017; Purchase;" Hard Drive Type 3; Dell";1;54;162; C;10
901011;01.01.2017; Purchase;" Charger Type 2; Huawei";1;10;10; C;10
901012;01.01.2017; Purchase;" Desktop Type 10; HP";10;335;335; C;10
901013;01.01.2017; Purchase;" Mouse Type 7; Huawei";10;8;8; C;10
901014;01.01.2017; Purchase;" Charger Type 1; HP";10;7;14; C;10
901015;01.01.2017; Purchase;" Keyboard Type 1; Dell";2;44;88; C;10
901016;01.01.2017; Purchase;" Monitor Type 1; HP";2;94;376; A;10
901017;01.01.2017; Purchase;" Tablet Type 5; Dell";5;132;660; A;10
901018;01.01.2017; Purchase;" Headphones Type 6; Dell";10;40;200; A;10
901019;01.01.2017; Purchase;" Desktop Type 4; Samsung";10;338;1014; A;10
901020;01.01.2017; Purchase;" Memory Type 4; Samsung";10;53;212; A;10
901021;01.01.2017; Purchase;" Phone Type 2; Dell";5;266;1330; A;10
901022;01.01.2017; Purchase;" Tablet Type 1; Dell";10;330;330; A;10
901023;01.01.2017; Purchase;" Mouse Type 3; Samsung";10;11;44; A;10
901024;01.01.2017; Purchase;" Desktop Type 8; Samsung";10;421;1263; A;10
901025;01.01.2017; Purchase;" Phone Type 8; Samsung";1;253;253; B;10
901026;01.01.2017; Purchase;" Desktop Type 6; HP";10;348;1392; B;10
901027;01.01.2017; Purchase;" Headphones Type 3; Samsung";10;35;35; B;10
901028;01.01.2017; Purchase;" Mouse Type 6; Huawei";10;16;48; B;10
901029;01.01.2017; Purchase;" Tablet Type 6; Huawei";1;168;168; B;10
901030;01.01.2017; Purchase;" Laptop Type 6; Dell";10;1024;3072; B;10
901031;01.01.2017; Purchase;" Phone Type 8; Dell";10;316;1580; B;10
901032;01.01.2017; Purchase;" Speakers Type 3; HP";10;72;288; B;10
901033;01.01.2017; Purchase;" Hard Drive Type 3; Samsung";10;48;144; B;10
901034;01.01.2017; Purchase;" Speakers Type 7; Samsung";10;29;87; B;10
901035;01.01.2017; Purchase;" Smart Watch Type 2; Huawei";10;138;690; B;10
901036;01.01.2017; Purchase;" Speakers Type 6; Huawei";5;12;60; B;10
901037;01.01.2017; Purchase;" Headphones Type 5; Huawei";10;16;48; B;10
901038;01.01.2017; Purchase;" Speakers Type 6; Dell";10;12;24; B;10
901039;01.01.2017; Purchase;" Desktop Type 3; Huawei";10;135;540; B;10
901040;01.01.2017; Purchase;" Hard Drive Type 4; Huawei";2;54;108; B;10
901041;01.01.2017; Purchase;" Speakers Type 5; Samsung";10;67;268; B;10
901042;01.01.2017; Purchase;" Laptop Type 5; Huawei";10;783;2349; B;10
901043;01.01.2017; Purchase;" Headphones Type 5; Dell";4;21;84; B;10
901044;01.01.2017; Purchase;" Tablet Type 3; Huawei";4;203;1015; B;10
901045;01.01.2017; Purchase;" Desktop Type 7; Huawei";10;315;630; B;10
901046;01.01.2017; Purchase;" Speakers Type 2; HP";1;37;185; B;10
901047;01.01.2017; Purchase;" Headphones Type 5; Samsung";10;18;90; B;10
901048;01.01.2017; Purchase;" Mouse Type 7; Samsung";2;10;20; B;10
901049;01.01.2017; Purchase;" Hard Drive Type 1; HP";10;47;47; B;10
901050;01.01.2017; Purchase;" Headphones Type 5; HP";1;22;66; B;10
901051;01.01.2017; Purchase;" Laptop Type 5; Dell";10;843;843; B;10
901052;01.01.2017; Purchase;" Tablet Type 4; Samsung";2;368;1472; C;10
901053;01.01.2017; Purchase;" Laptop Type 2; Huawei";5;1738;8690; C;10
901054;01.01.2017; Purchase;" Speakers Type 1; HP";10;53;106; C;10
901055;01.01.2017; Purchase;" Memory Type 3; Dell";10;38;190; C;10
901056;01.01.2017; Purchase;" Tablet Type 7; Samsung";10;194;194; C;10
901057;01.01.2017; Purchase;" Hard Drive Type 4; HP";5;41;205; C;10
901058;01.01.2017; Purchase;" Phone Type 6; HP";10;368;736; C;10
901059;01.01.2017; Purchase;" Mouse Type 6; HP";10;20;20; C;10
901060;01.01.2017; Purchase;" Phone Type 8; HP";10;233;466; C;10
901061;01.01.2017; Purchase;" Tablet Type 7; Dell";10;207;621; C;10
901062;01.01.2017; Purchase;" Desktop Type 6; Huawei";10;345;690; C;10
901063;01.01.2017; Purchase;" Mouse Type 1; Huawei";10;4;16; C;10
901064;01.01.2017; Purchase;" Laptop Type 4; Dell";10;1501;3002; C;10
901065;01.01.2017; Purchase;" Phone Type 3; HP";10;381;1524; C;10
901066;01.01.2017; Purchase;" Tablet Type 2; Dell";1;154;616; C;10
901067;01.01.2017; Purchase;" Mouse Type 3; Huawei";10;12;24; C;10
901068;01.01.2017; Purchase;" Phone Type 9; HP";10;288;1152; C;10
901069;01.01.2017; Purchase;" Headphones Type 6; Samsung";10;34;170; C;10
901070;01.01.2017; Purchase;" Mouse Type 5; Samsung";10;11;11; C;10
901071;01.01.2017; Purchase;" Memory Type 1; HP";2;33;132; C;10
901072;01.01.2017; Purchase;" Tablet Type 2; Samsung";5;164;820; C;10
901073;01.01.2017; Purchase;" Desktop Type 8; Dell";10;345;1380; C;10
901074;01.01.2017; Purchase;" Desktop Type 11; HP";10;366;1098; C;10
901075;01.01.2017; Purchase;" Hard Drive Type 7; Dell";10;86;86; C;10
901076;01.01.2017; Purchase;" Tablet Type 6; Samsung";10;246;492; A;10
901077;01.01.2017; Purchase;" Phone Type 5; Huawei";10;409;2045; A;10
901078;01.01.2017; Purchase;" Speakers Type 4; Huawei";10;46;46; A;10
901079;01.01.2017; Purchase;" Speakers Type 2; Huawei";10;42;210; A;10
901080;01.01.2017; Purchase;" Laptop Type 4; Huawei";10;1673;3346; A;10
901081;01.01.2017; Purchase;" Phone Type 3; Dell";10;429;858; A;10
901082;01.01.2017; Purchase;" Desktop Type 12; Dell";10;212;636; A;10
901083;01.01.2017; Purchase;" Hard Drive Type 7; Samsung";10;86;86; A;10
901084;01.01.2017; Purchase;" Speakers Type 1; Dell";10;42;210; A;10
901085;01.01.2017; Purchase;" Microphone Type 2; HP";10;22;44; A;10
901086;01.01.2017; Purchase;" Hard Drive Type 7; Huawei";10;84;336; A;10
901087;01.01.2017; Purchase;" Phone Type 3; Samsung";10;340;1700; A;10
901088;01.01.2017; Purchase;" Monitor Type 2; Huawei";2;87;348; A;10
901089;01.01.2017; Purchase;" Smart Watch Type 1; Huawei";10;209;209; A;10
901090;01.01.2017; Purchase;" Desktop Type 9; Samsung";10;595;2380; A;10
901091;01.01.2017; Purchase;" Phone Type 7; Samsung";10;336;1680; A;10
901092;01.01.2017; Purchase;" Headphones Type 4; HP";10;25;125; A;10
901093;01.01.2017; Purchase;" Memory Type 3; HP";1;39;39; A;10
901094;01.01.2017; Purchase;" Desktop Type 7; Dell";10;447;447; A;10
901095;01.01.2017; Purchase;" Tablet Type 3; HP";10;201;603; A;10
901096;01.01.2017; Purchase;" Phone Type 6; Samsung";1;327;327; A;10
901097;01.01.2017; Purchase;" Headphones Type 2; Samsung";10;37;185; A;10
901098;01.01.2017; Purchase;" Laptop Type 1; Dell";10;609;609; A;10
901099;01.01.2017; Purchase;" Tablet Type 2; Huawei";10;198;792; A;10
901100;01.01.2017; Purchase;" Mouse Type 7; Dell";10;10;20; A;10
901101;01.01.2017; Purchase;" Microphone Type 3; Samsung";10;36;36; A;10
901102;01.01.2017; Purchase;" Mouse Type 2; Samsung";10;7;35; A;10
901103;01.01.2017; Purchase;" Hard Drive Type 6; Dell";10;61;183; A;10
901104;01.01.2017; Purchase;" Hard Drive Type 8; HP";10;75;225; A;10
901105;01.01.2017; Purchase;" Speakers Type 2; Dell";2;32;64; A;10
901106;01.01.2017; Purchase;" Hard Drive Type 5; HP";1;78;234; B;10
901107;01.01.2017; Purchase;" Desktop Type 1; Dell";2;369;738; B;10
901108;01.01.2017; Purchase;" Phone Type 11; Dell";10;404;404; B;10
901109;01.01.2017; Purchase;" Tablet Type 3; Dell";4;264;1320; B;10
901110;01.01.2017; Purchase;" Charger Type 1; Dell";10;7;21; B;10
901111;01.01.2017; Purchase;" Keyboard Type 2; Huawei";1;12;60; B;10
901112;01.01.2017; Purchase;" Memory Type 3; Huawei";10;34;102; B;10
901113;01.01.2017; Purchase;" Phone Type 2; Huawei";10;254;762; C;10
901114;01.01.2017; Purchase;" Tablet Type 4; HP";5;268;1340; C;10
901115;01.01.2017; Purchase;" Monitor Type 3; Huawei";1;133;133; C;10
901116;01.01.2017; Purchase;" Tablet Type 6; Dell";1;217;651; C;10
901117;01.01.2017; Purchase;" Monitor Type 2; Dell";10;85;170; C;10
901118;01.01.2017; Purchase;" Phone Type 9; Huawei";10;355;1775; C;10
901119;01.01.2017; Purchase;" Phone Type 5; Samsung";10;474;1422; C;10
901120;01.01.2017; Purchase;" Laptop Type 1; Huawei";1;533;1066; C;10
901121;01.01.2017; Purchase;" Tablet Type 6; HP";10;194;388; C;10
901122;01.01.2017; Purchase;" Laptop Type 3; HP";10;1559;1559; C;10
901123;01.01.2017; Purchase;" Keyboard Type 1; Samsung";10;37;37; C;10
901124;01.01.2017; Purchase;" Desktop Type 7; HP";10;451;1353; C;10
901125;01.01.2017; Purchase;" Speakers Type 3; Samsung";1;54;54; C;10
901126;01.01.2017; Purchase;" Mouse Type 4; HP";10;21;105; C;10
901127;01.01.2017; Purchase;" Desktop Type 10; Dell";4;298;1192; C;10
901128;01.01.2017; Purchase;" Phone Type 5; HP";2;374;748; C;10
901129;01.01.2017; Purchase;" Headphones Type 1; Huawei";10;43;86; C;10
901130;01.01.2017; Purchase;" Microphone Type 2; Huawei";10;17;17; C;10
901131;01.01.2017; Purchase;" Memory Type 2; Dell";10;83;415; C;10
901132;01.01.2017; Purchase;" Desktop Type 9; Dell";10;453;2265; C;10
901133;01.01.2017; Purchase;" Desktop Type 5; HP";10;297;594; C;10
901134;01.01.2017; Purchase;" Monitor Type 4; Samsung";10;127;635; C;10
901135;01.01.2017; Purchase;" Hard Drive Type 5; Huawei";2;62;124; C;10
901136;01.01.2017; Purchase;" Desktop Type 2; Dell";10;272;1360; C;10
901137;01.01.2017; Purchase;" Tablet Type 3; Samsung";3;232;696; A;10
901138;01.01.2017; Purchase;" Charger Type 1; Huawei";10;7;35; A;10
901139;01.01.2017; Purchase;" Smart Watch Type 3; Samsung";10;188;940; B;10
901140;01.01.2017; Purchase;" Speakers Type 7; Huawei";10;29;116; B;10
901141;01.01.2017; Purchase;" Desktop Type 5; Dell";10;288;576; B;10
901142;01.01.2017; Purchase;" Hard Drive Type 2; HP";4;34;170; B;10
901143;01.01.2017; Purchase;" Phone Type 4; Huawei";10;405;405; B;10
901144;01.01.2017; Purchase;" Headphones Type 3; Huawei";10;38;38; B;10
901145;01.01.2017; Purchase;" Tablet Type 5; Samsung";10;135;540; B;10
901146;01.01.2017; Purchase;" Memory Type 4; HP";10;54;162; B;10
901147;01.01.2017; Purchase;" Tablet Type 7; Huawei";10;160;320; B;10
901148;01.01.2017; Purchase;" Phone Type 6; Huawei";2;323;1615; B;10
901149;01.01.2017; Purchase;" Monitor Type 3; Samsung";10;129;516; B;10
901150;01.01.2017; Purchase;" Hard Drive Type 1; Dell";10;32;64; B;10
901151;01.01.2017; Purchase;" Speakers Type 2; Samsung";10;28;56; B;10
901152;01.01.2017; Purchase;" Smart Watch Type 2; Dell";10;159;159; B;10
901153;01.01.2017; Purchase;" Desktop Type 3; Dell";3;144;720; B;10
901154;01.01.2017; Purchase;" Memory Type 1; Huawei";10;41;205; B;10
901155;01.01.2017; Purchase;" Speakers Type 1; Huawei";10;49;196; B;10
901156;01.01.2017; Purchase;" Smart Watch Type 2; Samsung";10;161;644; B;10
901157;01.01.2017; Purchase;" Desktop Type 5; Samsung";10;319;957; B;10
901158;01.01.2017; Purchase;" Mouse Type 3; Dell";10;12;24; B;10
901159;01.01.2017; Purchase;" Phone Type 10; HP";10;292;1168; B;10
901160;01.01.2017; Purchase;" Headphones Type 6; HP";10;41;164; B;10
901161;01.01.2017; Purchase;" Keyboard Type 1; Huawei";10;41;205; B;10
901162;01.01.2017; Purchase;" Headphones Type 2; HP";10;33;33; B;10
901163;01.01.2017; Purchase;" Hard Drive Type 8; Dell";10;86;430; B;10
901164;01.01.2017; Purchase;" Keyboard Type 2; Dell";10;12;24; B;10
901165;01.01.2017; Purchase;" Charger Type 2; Samsung";10;9;27; B;10
901166;01.01.2017; Purchase;" Phone Type 7; Dell";10;461;922; B;10
901167;01.01.2017; Purchase;" Hard Drive Type 8; Huawei";10;80;240; C;10
901168;01.01.2017; Purchase;" Desktop Type 2; Huawei";10;201;1005; C;10
901169;01.01.2017; Purchase;" Laptop Type 2; Dell";10;1532;7660; C;10
901170;01.01.2017; Purchase;" Speakers Type 5; Dell";10;63;126; C;10
901171;01.01.2017; Purchase;" Laptop Type 2; Samsung";10;1501;4503; C;10
901172;01.01.2017; Purchase;" Laptop Type 3; Samsung";10;1572;1572; C;10
901173;01.01.2017; Purchase;" Speakers Type 3; Huawei";10;57;171; C;10
901174;01.01.2017; Purchase;" Tablet Type 1; Huawei";10;433;2165; C;10
901175;01.01.2017; Purchase;" Headphones Type 2; Dell";10;38;152; C;10
901176;01.01.2017; Purchase;" Headphones Type 2; Huawei";10;37;111; C;10
901177;01.01.2017; Purchase;" Desktop Type 7; Samsung";10;304;1216; C;10
901178;01.01.2017; Purchase;" Phone Type 12; HP";5;316;1580; C;10
901179;01.01.2017; Purchase;" Desktop Type 12; Huawei";10;243;243; C;10
901180;01.01.2017; Purchase;" Keyboard Type 4; Samsung";10;13;13; C;10
901181;01.01.2017; Purchase;" Phone Type 10; Samsung";10;263;1052; C;10
901182;01.01.2017; Purchase;" Monitor Type 3; HP";4;138;552; C;10
901183;01.01.2017; Purchase;" Phone Type 9; Dell";10;325;1625; C;10
901184;01.01.2017; Purchase;" Laptop Type 4; HP";10;1158;2316; C;10
901185;01.01.2017; Purchase;" Mouse Type 2; Huawei";10;8;8; C;10
901186;01.01.2017; Purchase;" Smart Watch Type 3; Dell";10;143;572; C;10
901187;01.01.2017; Purchase;" Phone Type 11; HP";10;351;702; C;10
901188;01.01.2017; Purchase;" Laptop Type 3; Huawei";10;1106;4424; C;10
901189;01.01.2017; Purchase;" Mouse Type 5; Huawei";4;13;52; C;10
901190;01.01.2017; Purchase;" Hard Drive Type 7; HP";10;90;270; C;10
901191;01.01.2017; Purchase;" Speakers Type 4; HP";10;62;124; C;10
901192;01.01.2017; Purchase;" Desktop Type 10; Samsung";4;287;1435; C;10
901193;01.01.2017; Purchase;" Monitor Type 1; Dell";10;108;216; C;10
901194;01.01.2017; Purchase;" Microphone Type 1; Huawei";10;33;66; C;10
901195;01.01.2017; Purchase;" Mouse Type 4; Dell";10;19;57; A;10
901196;01.01.2017; Purchase;" Desktop Type 10; Huawei";10;248;496; A;10
901197;01.01.2017; Purchase;" Tablet Type 4; Huawei";10;265;795; A;10
901198;01.01.2017; Purchase;" Tablet Type 2; HP";10;211;422; A;10
901199;01.01.2017; Purchase;" Smart Watch Type 1; HP";2;264;1320; A;10
901200;01.01.2017; Purchase;" Memory Type 2; HP";10;80;160; A;10
901201;01.01.2017; Purchase;" Desktop Type 8; Huawei";10;353;1765; A;10
901202;01.01.2017; Purchase;" Keyboard Type 3; Dell";10;17;51; A;10
901203;01.01.2017; Purchase;" Laptop Type 1; Samsung";4;615;2460; A;10
901204;01.01.2017; Purchase;" Desktop Type 11; Samsung";10;339;1695; A;10
901205;01.01.2017; Purchase;" Laptop Type 2; HP";10;1437;1437; A;10
901206;01.01.2017; Purchase;" Phone Type 12; Samsung";10;275;1100; A;10
901207;01.01.2017; Purchase;" Smart Watch Type 3; Huawei";3;153;612; A;10
901208;01.01.2017; Purchase;" Headphones Type 1; HP";10;53;212; A;10
901209;01.01.2017; Purchase;" Keyboard Type 3; Huawei";10;14;70; A;10
901210;01.01.2017; Purchase;" Speakers Type 5; HP";10;61;305; A;10
901211;01.01.2017; Purchase;" Microphone Type 3; Dell";10;34;34; A;10
901212;01.01.2017; Purchase;" Desktop Type 2; HP";10;225;675; A;10
901213;01.01.2017; Purchase;" Phone Type 4; HP";10;332;996; B;10
901214;01.01.2017; Purchase;" Desktop Type 4; HP";10;373;746; B;10
901215;01.01.2017; Purchase;" Desktop Type 3; Samsung";10;159;795; B;10
901216;01.01.2017; Purchase;" Desktop Type 1; HP";2;415;830; B;10
901217;01.01.2017; Purchase;" Smart Watch Type 1; Dell";2;189;756; B;10
901218;01.01.2017; Purchase;" Tablet Type 4; Dell";10;300;900; B;10
901219;01.01.2017; Purchase;" Smart Watch Type 3; HP";3;167;835; C;10
901220;01.01.2017; Purchase;" Phone Type 6; Dell";10;368;1840; C;10
901221;01.01.2017; Purchase;" Memory Type 2; Huawei";10;90;360; C;10
901222;01.01.2017; Purchase;" Desktop Type 3; HP";10;178;178; C;10
901223;01.01.2017; Purchase;" Keyboard Type 3; Samsung";10;14;70; C;10
901224;01.01.2017; Purchase;" Mouse Type 7; HP";10;11;33; C;10
901225;01.01.2017; Purchase;" Phone Type 12; Dell";10;284;1420; C;10
901226;01.01.2017; Purchase;" Monitor Type 1; Huawei";10;116;116; C;10
901227;01.01.2017; Purchase;" Mouse Type 2; HP";10;8;8; C;10
901228;01.01.2017; Purchase;" Monitor Type 3; Dell";10;133;133; C;10
901229;01.01.2017; Purchase;" Mouse Type 5; Dell";10;10;30; C;10
901230;01.01.2017; Purchase;" Hard Drive Type 5; Dell";10;77;77; C;10
901231;01.01.2017; Purchase;" Monitor Type 4; HP";10;180;540; C;10
901232;01.01.2017; Purchase;" Tablet Type 1; HP";10;433;2165; C;10
901233;01.01.2017; Purchase;" Phone Type 12; Huawei";10;342;342; C;10
901234;01.01.2017; Purchase;" Microphone Type 1; Samsung";10;29;87; C;10
901235;01.01.2017; Purchase;" Speakers Type 6; Samsung";10;12;12; A;10
901236;01.01.2017; Purchase;" Headphones Type 3; HP";3;38;114; A;10
901237;01.01.2017; Purchase;" Laptop Type 3; Dell";10;1599;4797; A;10
901238;01.01.2017; Purchase;" Headphones Type 4; Samsung";10;27;108; A;10
901239;01.01.2017; Purchase;" Hard Drive Type 1; Samsung";3;48;240; B;10
901240;01.01.2017; Purchase;" Mouse Type 2; Dell";10;9;27; B;10
901241;01.01.2017; Purchase;" Charger Type 1; Samsung";10;6;18; B;10
901242;01.01.2017; Purchase;" Mouse Type 1; HP";10;5;25; B;10
901243;01.01.2017; Purchase;" Monitor Type 4; Dell";10;170;680; B;10
901244;01.01.2017; Purchase;" Phone Type 10; Huawei";10;324;324; C;10
901245;01.01.2017; Purchase;" Phone Type 11; Huawei";10;362;724; C;10
901246;01.01.2017; Purchase;" Laptop Type 6; HP";10;817;1634; C;10
901247;01.01.2017; Purchase;" Hard Drive Type 6; Huawei";10;68;136; C;10
901248;01.01.2017; Purchase;" Laptop Type 1; HP";10;749;2247; C;10
901249;01.01.2017; Purchase;" Microphone Type 1; Dell";10;32;160; A;10
901250;01.01.2017; Purchase;" Keyboard Type 1; HP";10;44;44; A;10
901251;01.01.2017; Purchase;" Speakers Type 7; HP";10;25;50; B;10
901252;01.01.2017; Purchase;" Mouse Type 1; Dell";10;5;15; B;10
901253;01.01.2017; Purchase;" Mouse Type 1; Samsung";10;5;20; B;10
901254;01.01.2017; Purchase;" Mouse Type 6; Dell";10;19;76; B;10
901255;01.01.2017; Purchase;" Phone Type 1; Samsung";10;200;400; B;10
901256;01.01.2017; Purchase;" Tablet Type 1; Samsung";10;429;858; B;10
901257;01.01.2017; Purchase;" Hard Drive Type 2; Samsung";10;38;190; B;10
901258;01.01.2017; Purchase;" Keyboard Type 3; HP";10;16;48; B;10
901259;01.01.2017; Purchase;" Tablet Type 5; Huawei";10;148;740; B;10
901260;01.01.2017; Purchase;" Desktop Type 4; Huawei";10;360;1080; B;10
901261;01.01.2017; Purchase;" Headphones Type 3; Dell";2;45;90; B;10
901262;01.01.2017; Purchase;" Keyboard Type 2; Samsung";10;13;65; B;10
901263;01.01.2017; Purchase;" Microphone Type 1; HP";10;27;108; C;10
901264;01.01.2017; Purchase;" Mouse Type 5; HP";10;13;52; C;10
901265;01.01.2017; Purchase;" Desktop Type 9; Huawei";10;463;2315; C;10
901266;01.01.2017; Purchase;" Desktop Type 8; HP";1;399;1995; C;10
901267;01.01.2017; Purchase;" Hard Drive Type 1; Huawei";4;35;140; C;10
901268;01.01.2017; Purchase;" Hard Drive Type 6; HP";10;68;68; C;10
901269;01.01.2017; Purchase;" Memory Type 4; Dell";10;63;252; C;10
901270;01.01.2017; Purchase;" Laptop Type 6; Samsung";10;789;1578; A;10
901271;01.01.2017; Purchase;" Laptop Type 5; HP";10;913;1826; A;10
901272;01.01.2017; Purchase;" Desktop Type 1; Huawei";10;423;1692; A;10
901273;01.01.2017; Purchase;" Charger Type 2; HP";10;9;18; A;10
901274;01.01.2017; Purchase;" Hard Drive Type 2; Huawei";1;33;99; A;10
901275;01.01.2017; Purchase;" Desktop Type 6; Samsung";10;272;544; B;10
901276;01.01.2017; Purchase;" Phone Type 2; Samsung";2;208;624; B;10
901277;01.01.2017; Purchase;" Desktop Type 4; Dell";10;341;682; B;10
901278;01.01.2017; Purchase;" Smart Watch Type 1; Samsung";10;224;448; B;10
901279;01.01.2017; Purchase;" Headphones Type 6; Huawei";10;45;45; B;10
901280;01.01.2017; Purchase;" Memory Type 1; Dell";10;47;141; B;10
901281;01.01.2017; Purchase;" Phone Type 3; Huawei";10;336;1008; B;10
901282;01.01.2017; Purchase;" Speakers Type 6; HP";10;17;68; B;10
901283;01.01.2017; Purchase;" Memory Type 1; Samsung";10;40;200; B;10
901284;01.01.2017; Purchase;" Monitor Type 1; Samsung";10;103;515; B;10
901285;01.01.2017; Purchase;" Phone Type 9; Samsung";10;340;1700; B;10
901286;01.01.2017; Purchase;" Phone Type 2; HP";10;278;1112; B;10
901287;01.01.2017; Purchase;" Keyboard Type 4; Dell";10;15;45; B;10
901288;01.01.2017; Purchase;" Speakers Type 7; Dell";10;25;50; B;10
901289;01.01.2017; Purchase;" Phone Type 7; Huawei";10;391;391; B;10
901290;01.01.2017; Purchase;" Phone Type 1; HP";10;195;390; B;10
901291;01.01.2017; Purchase;" Phone Type 4; Samsung";10;461;1844; B;10
901292;01.01.2017; Purchase;" Phone Type 10; Dell";10;237;237; B;10
901293;01.01.2017; Purchase;" Desktop Type 11; Huawei";5;372;1860; B;10
901294;01.01.2017; Purchase;" Phone Type 5; Dell";10;370;1850; B;10
901295;01.01.2017; Purchase;" Phone Type 8; Huawei";10;241;1205; B;10
901296;01.01.2017; Purchase;" Microphone Type 2; Samsung";3;24;72; B;10
901297;01.01.2017; Purchase;" Microphone Type 3; Huawei";10;43;215; B;10
901298;01.01.2017; Purchase;" Phone Type 1; Dell";10;213;639; B;10
901299;01.01.2017; Purchase;" Phone Type 11; Samsung";10;355;710; B;10
901300;01.01.2017; Purchase;" Monitor Type 4; Huawei";10;151;604; B;10
901301;01.01.2017; Purchase;" Hard Drive Type 8; Samsung";10;92;184; B;10
901302;01.01.2017; Purchase;" Hard Drive Type 3; Huawei";10;48;240; B;10
901303;01.01.2017; Purchase;" Microphone Type 2; Dell";10;20;100; C;10
901304;01.01.2017; Purchase;" Phone Type 1; Huawei";10;253;759; C;10
901305;01.01.2017; Purchase;" Headphones Type 4; Dell";5;20;100; C;10
901306;01.01.2017; Purchase;" Monitor Type 2; HP";10;105;210; C;10
901307;01.01.2017; Purchase;" Phone Type 4; Dell";10;340;680; C;10
901308;01.01.2017; Purchase;" Desktop Type 11; Dell";10;281;843; C;10
901309;01.01.2017; Purchase;" Desktop Type 12; HP";10;235;940; C;10
901310;01.01.2017; Purchase;" Desktop Type 12; Samsung";10;247;988; C;10
901311;01.01.2017; Purchase;" Headphones Type 1; Dell";10;51;255; C;10
901312;01.01.2017; Purchase;" Smart Watch Type 2; HP";1;120;600; C;10
901313;01.01.2017; Purchase;" Hard Drive Type 3; Dell";10;54;162; C;10
901314;01.01.2017; Purchase;" Charger Type 2; Huawei";10;10;10; C;10
901315;01.01.2017; Purchase;" Desktop Type 10; HP";10;335;335; C;10
901316;01.01.2017; Purchase;" Mouse Type 7; Huawei";10;8;8; C;10
901317;01.01.2017; Purchase;" Charger Type 1; HP";10;7;14; C;10
901318;01.01.2017; Purchase;" Keyboard Type 1; Dell";2;44;88; C;10
901319;01.01.2017; Purchase;" Monitor Type 1; HP";10;94;376; A;10
901320;01.01.2017; Purchase;" Tablet Type 5; Dell";2;132;660; A;10
901321;01.01.2017; Purchase;" Headphones Type 6; Dell";10;40;200; A;10
901322;01.01.2017; Purchase;" Desktop Type 4; Samsung";10;338;1014; A;10
901323;01.01.2017; Purchase;" Memory Type 4; Samsung";10;53;212; A;10
901324;01.01.2017; Purchase;" Phone Type 2; Dell";5;266;1330; A;10
901325;01.01.2017; Purchase;" Tablet Type 1; Dell";10;330;330; A;10
901326;01.01.2017; Purchase;" Mouse Type 3; Samsung";10;11;44; A;10
901327;01.01.2017; Purchase;" Desktop Type 8; Samsung";10;421;1263; A;10
901328;01.01.2017; Purchase;" Phone Type 8; Samsung";1;253;253; B;10
901329;01.01.2017; Purchase;" Desktop Type 6; HP";10;348;1392; B;10
901330;01.01.2017; Purchase;" Headphones Type 3; Samsung";10;35;35; B;10
901331;01.01.2017; Purchase;" Mouse Type 6; Huawei";10;16;48; B;10
901332;01.01.2017; Purchase;" Tablet Type 6; Huawei";1;168;168; B;10
901333;01.01.2017; Purchase;" Laptop Type 6; Dell";10;1024;3072; B;10
901334;01.01.2017; Purchase;" Phone Type 8; Dell";10;316;1580; B;10
901335;01.01.2017; Purchase;" Speakers Type 3; HP";10;72;288; B;10
901336;01.01.2017; Purchase;" Hard Drive Type 3; Samsung";10;48;144; B;10
901337;01.01.2017; Purchase;" Speakers Type 7; Samsung";10;29;87; B;10
901338;01.01.2017; Purchase;" Smart Watch Type 2; Huawei";10;138;690; B;10
901339;01.01.2017; Purchase;" Speakers Type 6; Huawei";5;12;60; B;10
901340;01.01.2017; Purchase;" Headphones Type 5; Huawei";10;16;48; B;10
901341;01.01.2017; Purchase;" Speakers Type 6; Dell";10;12;24; B;10
